Date,BTC-USD_BnH,BTC-USD_Strategy,BTC-USD_Position
2021-04-21,-0.045454287638402646,0.0,0.0
2021-04-22,-0.0397694659817468,0.0,0.0
2021-04-23,-0.012917150838772984,0.0,0.0
2021-04-24,-0.02040928977310741,0.0,0.0
2021-04-25,-0.02091099195802515,0.0,0.0
2021-04-26,0.10238907033660749,0.0,0.0
2021-04-27,0.018721407731506323,0.0,0.0
2021-04-28,-0.003787066282106566,0.0,0.0
2021-04-29,-0.02315733013830157,0.0,0.0
2021-04-30,0.07833176806484676,0.0,0.0
2021-05-01,0.0013484807439372304,-0.0009992504996876146,1.0
2021-05-02,-0.020698824187899145,-0.020698824187899173,1.0
2021-05-03,0.010051280367532334,0.010051280367532256,1.0
2021-05-04,-0.06760024652955021,-0.06760024652955021,1.0
2021-05-05,0.07669599321369813,0.07561956639448261,0.0
2021-05-06,-0.01789307689659958,-0.000999250499687497,1.0
2021-05-07,0.017020319573156195,0.017020319573156265,1.0
2021-05-08,0.02523475916996243,0.025234759169962397,1.0
2021-05-09,-0.009718099130935132,-0.00971809913093503,1.0
2021-05-10,-0.04074231762821234,-0.040742317628212406,1.0
2021-05-11,0.01512317249631967,0.014108303104616455,0.0
2021-05-12,-0.1332174549686006,-0.000999250499687589,1.0
2021-05-13,0.011508648851976444,0.010497393080286611,0.0
2021-05-14,0.00330563837155351,0.0,0.0
2021-05-15,-0.06255641898138342,0.0,0.0
2021-05-16,-0.0065040138312105755,0.0,0.0
2021-05-17,-0.06282381595309616,0.0,0.0
2021-05-18,-0.014426855146374762,0.0,0.0
2021-05-19,-0.13766122609163733,0.0,0.0
2021-05-20,0.10216344466291027,0.0,0.0
2021-05-21,-0.08528232829817228,0.0,0.0
2021-05-22,0.006217486259949112,0.0,0.0
2021-05-23,-0.0736893688644572,0.0,0.0
2021-05-24,0.11318183957815453,0.0,0.0
2021-05-25,-0.007847826326095597,0.0,0.0
2021-05-26,0.023227211885217036,0.0,0.0
2021-05-27,-0.021815700174415475,0.0,0.0
2021-05-28,-0.07126897282320166,0.0,0.0
2021-05-29,-0.03029724398312339,0.0,0.0
2021-05-30,0.03068120125307594,0.0,0.0
2021-05-31,0.04637929771620186,0.0,0.0
2021-06-01,-0.017355481635803582,0.0,0.0
2021-06-02,0.02426756732611457,0.0,0.0
2021-06-03,0.043475133082156336,0.0,0.0
2021-06-04,-0.05902658087058821,0.0,0.0
2021-06-05,-0.03638625350557034,0.0,0.0
2021-06-06,0.008731498936251025,0.0,0.0
2021-06-07,-0.06418068028941804,0.0,0.0
2021-06-08,-0.0026243254847995168,0.0,0.0
2021-06-09,0.11569117681725527,0.0,0.0
2021-06-10,-0.01720501684509279,0.0,0.0
2021-06-11,0.01721406171757467,0.0,0.0
2021-06-12,-0.047727642256857994,0.0,0.0
2021-06-13,0.09972131894675185,0.0,0.0
2021-06-14,0.028661855288592664,-0.0009992504996876495,1.0
2021-06-15,0.004669320789865594,0.00466932078986556,1.0
2021-06-16,-0.05096256237308472,-0.05096256237308472,1.0
2021-06-17,-0.007655308506355651,-0.008647405111676408,0.0
2021-06-18,-0.0595545108824469,0.0,0.0
2021-06-19,-0.004788717174578294,0.0,0.0
2021-06-20,0.002314299179515533,0.0,0.0
2021-06-21,-0.11265533282181261,0.0,0.0
2021-06-22,0.02616961270137308,0.0,0.0
2021-06-23,0.0374509295196066,0.0,0.0
2021-06-24,0.027856637741157764,0.0,0.0
2021-06-25,-0.0872604012088013,0.0,0.0
2021-06-26,0.017336806155961115,0.0,0.0
2021-06-27,0.07653470332064805,0.0,0.0
2021-06-28,-0.006213875976586625,0.0,0.0
2021-06-29,0.04162825758718758,0.0,0.0
2021-06-30,-0.02305527321430456,-0.0009992504996875799,1.0
2021-07-01,-0.04191448950075438,-0.04287233548987591,0.0
2021-07-02,0.00967855812266083,0.0,0.0
2021-07-03,0.022760094790705843,0.0,0.0
2021-07-04,0.017861561294527206,0.0,0.0
2021-07-05,-0.043691535402215154,-0.0009992504996875616,1.0
2021-07-06,0.014496276584600176,0.014496276584600246,1.0
2021-07-07,-0.011095808977648836,-0.011095808977648773,1.0
2021-07-08,-0.028886355129662422,-0.028886355129662485,1.0
2021-07-09,0.02800225791699673,0.02800225791699664,1.0
2021-07-10,-0.008210311003178261,-0.008210311003178202,1.0
2021-07-11,0.021469475378479208,0.0214694753784791,1.0
2021-07-12,-0.031668630428790756,-0.0316686304287907,1.0
2021-07-13,-0.013687548281983153,-0.013687548281983153,1.0
2021-07-14,0.003679352094793975,0.003679352094793829,1.0
2021-07-15,-0.031734999531688124,-0.032703022465906305,0.0
2021-07-16,-0.011302175908234458,0.0,0.0
2021-07-17,0.003549453661488622,0.0,0.0
2021-07-18,0.008363987433579023,0.0,0.0
2021-07-19,-0.030788575922789052,0.0,0.0
2021-07-20,-0.03278895069501786,0.0,0.0
2021-07-21,0.07727442675168827,0.0,0.0
2021-07-22,0.006303573302191001,0.0,0.0
2021-07-23,0.03925482537500802,0.0,0.0
2021-07-24,0.021169199000986128,-0.0009992504996876852,1.0
2021-07-25,0.030844758309330533,0.030844758309330568,1.0
2021-07-26,0.05621887171744144,0.05621887171744142,1.0
2021-07-27,0.055424286615063156,0.05542428661506324,1.0
2021-07-28,0.014945713184850051,0.014945713184849982,1.0
2021-07-29,0.00031292265067750513,0.00031292265067748,1.0
2021-07-30,0.055666404612466414,0.05566640461246632,1.0
2021-07-31,-0.014427457617713135,-0.014427457617713118,1.0
2021-08-01,-0.039669750474507826,-0.03966975047450771,1.0
2021-08-02,-0.019335866368471732,-0.019335866368471708,1.0
2021-08-03,-0.02675797936526192,-0.02675797936526195,1.0
2021-08-04,0.041792893187100555,0.041792893187100486,1.0
2021-08-05,0.02822946527400849,0.02822946527400847,1.0
2021-08-06,0.04763803587748594,0.047638035877485996,1.0
2021-08-07,0.04062220829002827,0.040622208290028425,1.0
2021-08-08,-0.017005273846830926,-0.0170052738468309,1.0
2021-08-09,0.058616336068955555,0.0586163360689554,1.0
2021-08-10,-0.016830892309838696,-0.01683089230983871,1.0
2021-08-11,0.00018877838873909702,0.00018877838873931503,1.0
2021-08-12,-0.02555943636254754,-0.025559436362547584,1.0
2021-08-13,0.07574073458615982,0.07574073458615994,1.0
2021-08-14,-0.01457055076832292,-0.014570550768322942,1.0
2021-08-15,-0.0010603958689597848,-0.001060395868959775,1.0
2021-08-16,-0.02215910567498447,-0.02215910567498456,1.0
2021-08-17,-0.028456465011732934,-0.02845646501173285,1.0
2021-08-18,0.002367765389513554,0.0023677653895136444,1.0
2021-08-19,0.04277544261522093,0.04277544261522085,1.0
2021-08-20,0.056115872471717454,0.05611587247171746,1.0
2021-08-21,-0.008789842693618932,-0.008789842693618809,1.0
2021-08-22,0.00850947690403503,0.008509476904035121,1.0
2021-08-23,0.004551674225862445,0.004551674225862463,1.0
2021-08-24,-0.037137725293038826,-0.0371377252930389,1.0
2021-08-25,0.02630002081428562,0.026300020814285684,1.0
2021-08-26,-0.04122830434622349,-0.041228304346223474,1.0
2021-08-27,0.04508626296557394,0.04508626296557399,1.0
2021-08-28,-0.003185280633781984,-0.003185280633781923,1.0
2021-08-29,-0.0014839825657210204,-0.0014839825657209599,1.0
2021-08-30,-0.0363476092875793,-0.03634760928757928,1.0
2021-08-31,0.0023738850726162664,0.0023738850726160708,1.0
2021-09-01,0.03562556399047523,0.03562556399047534,1.0
2021-09-02,0.009840830417728652,0.009840830417728647,1.0
2021-09-03,0.014143210068944922,0.014143210068944992,1.0
2021-09-04,-0.0016141808032423821,-0.0016141808032423585,1.0
2021-09-05,0.03621581213694158,0.036215812136941646,1.0
2021-09-06,0.017006125728580734,0.017006125728580825,1.0
2021-09-07,-0.1106216071695616,-0.11062160716956163,1.0
2021-09-08,-0.015375366885328479,-0.01635974536228484,0.0
2021-09-09,0.006509485739778498,0.0,0.0
2021-09-10,-0.032495484247323514,0.0,0.0
2021-09-11,0.0070748487352050304,0.0,0.0
2021-09-12,0.019066033632592516,0.0,0.0
2021-09-13,-0.023884438158555232,0.0,0.0
2021-09-14,0.0473592610325122,0.0,0.0
2021-09-15,0.023015462091804384,0.0,0.0
2021-09-16,-0.008157286726135138,0.0,0.0
2021-09-17,-0.010795386730801604,0.0,0.0
2021-09-18,0.021385589090024082,0.0,0.0
2021-09-19,-0.021089044077959085,0.0,0.0
2021-09-20,-0.09344895316951951,0.0,0.0
2021-09-21,-0.050185206746199196,0.0,0.0
2021-09-22,0.07079311406361999,0.0,0.0
2021-09-23,0.0303064775724482,0.0,0.0
2021-09-24,-0.04578111561282838,0.0,0.0
2021-09-25,-0.002874812528084303,0.0,0.0
2021-09-26,0.011516492054097771,0.0,0.0
2021-09-27,-0.02251426719942695,0.0,0.0
2021-09-28,-0.02844007873591181,0.0,0.0
2021-09-29,0.012911568502261384,0.0,0.0
2021-09-30,0.05356827518164842,0.0,0.0
2021-10-01,0.09878873042688929,0.0,0.0
2021-10-02,-0.008426411013467638,-0.0009992504996874608,1.0
2021-10-03,0.010237887379882071,0.010237887379882087,1.0
2021-10-04,0.018940873580984396,0.0189408735809844,1.0
2021-10-05,0.048905889117254686,0.048905889117254624,1.0
2021-10-06,0.0746704982911468,0.07467049829114696,1.0
2021-10-07,-0.02809653406297008,-0.028096534062970167,1.0
2021-10-08,0.0030082765538104184,0.0030082765538103837,1.0
2021-10-09,0.01853649985027972,0.018536499850279786,1.0
2021-10-10,-0.003577422040362044,-0.003577422040362104,1.0
2021-10-11,0.04953684064585273,0.049536840645852745,1.0
2021-10-12,-0.025114999851183484,-0.025114999851183473,1.0
2021-10-13,0.02426861834211813,0.024268618342118284,1.0
2021-10-14,-0.001386283921372633,-0.0013862839213726614,1.0
2021-10-15,0.07453440740995654,0.07453440740995648,1.0
2021-10-16,-0.01139348166745524,-0.011393481667455184,1.0
2021-10-17,0.01086243756414218,0.010862437564142208,1.0
2021-10-18,0.007675599893030238,0.007675599893030199,1.0
2021-10-19,0.036047967727284025,0.036047967727284136,1.0
2021-10-20,0.026934175102288238,0.02693417510228815,1.0
2021-10-21,-0.057319313661295834,-0.05731931366129592,1.0
2021-10-22,-0.024399647264276236,-0.024399647264276212,1.0
2021-10-23,0.011555863919028075,0.011555863919028036,1.0
2021-10-24,-0.007537937512081094,-0.0075379375120810405,1.0
2021-10-25,0.0346128236844363,0.03461282368443628,1.0
2021-10-26,-0.04244985266320056,-0.042449852663200574,1.0
2021-10-27,-0.03116779376295975,-0.03116779376295977,1.0
2021-10-28,0.03658793903693369,0.03555161024488146,0.0
2021-10-29,0.02648913766352501,-0.0009992504996876414,1.0
2021-10-30,-0.005449845794435637,-0.005449845794435749,1.0
2021-10-31,-0.009208042570786446,-0.009208042570786376,1.0
2021-11-01,-0.005129747739996526,-0.00512974773999648,1.0
2021-11-02,0.03642353446805324,0.035387370039468874,0.0
2021-11-03,-0.004054563588107407,0.0,0.0
2021-11-04,-0.024103783966732184,0.0,0.0
2021-11-05,-0.005313959884109654,0.0,0.0
2021-11-06,0.006573419146120196,0.0,0.0
2021-11-07,0.029247220896912562,0.0,0.0
2021-11-08,0.06695154718111462,-0.0009992504996874218,1.0
2021-11-09,-0.008806096371717143,-0.008806096371717188,1.0
2021-11-10,-0.029513867421399387,-0.029513867421399425,1.0
2021-11-11,-0.0006965054346836919,-0.0006965054346836699,1.0
2021-11-12,-0.01222509636324598,-0.012225096363245848,1.0
2021-11-13,0.0048878705639170406,0.004887870563917097,1.0
2021-11-14,0.015469517787564335,0.015469517787564129,1.0
2021-11-15,-0.02915932332393234,-0.02915932332393224,1.0
2021-11-16,-0.05344145330150951,-0.05344145330150958,1.0
2021-11-17,0.003436857419438999,0.0024336714212341445,0.0
2021-11-18,-0.05674983989800575,0.0,0.0
2021-11-19,0.020677857806173483,0.0,0.0
2021-11-20,0.027144333086984274,0.0,0.0
2021-11-21,-0.01619370466132397,0.0,0.0
2021-11-22,-0.041565940596482776,0.0,0.0
2021-11-23,0.022735855747423095,0.0,0.0
2021-11-24,-0.02238438701660228,0.0,0.0
2021-11-25,0.017666069374003168,0.0,0.0
2021-11-26,-0.06468677053655503,0.0,0.0
2021-11-27,0.02324655494514305,0.0,0.0
2021-11-28,0.044392510044424904,0.0,0.0
2021-11-29,0.009748898117819094,0.0,0.0
2021-11-30,-0.013858989986877734,0.0,0.0
2021-12-01,0.003936508510805847,0.0,0.0
2021-12-02,-0.013140205787574133,0.0,0.0
2021-12-03,-0.05098586481791345,0.0,0.0
2021-12-04,-0.08204639683653359,0.0,0.0
2021-12-05,0.003417522933012007,0.0,0.0
2021-12-06,0.02458589579002135,0.0,0.0
2021-12-07,0.002322159783127109,0.0,0.0
2021-12-08,-0.00385184874717448,0.0,0.0
2021-12-09,-0.05608726213196957,0.0,0.0
2021-12-10,-0.00899511908452133,0.0,0.0
2021-12-11,0.044857216044006165,0.0,0.0
2021-12-12,0.014906619570362878,0.0,0.0
2021-12-13,-0.0670851717099511,0.0,0.0
2021-12-14,-0.00267125345649466,0.0,0.0
2021-12-15,0.04900151967252708,0.0,0.0
2021-12-16,-0.025181582897818466,0.0,0.0
2021-12-17,-0.030699007215741814,0.0,0.0
2021-12-18,0.013995731563123393,0.0,0.0
2021-12-19,-0.0030259427628138713,0.0,0.0
2021-12-20,0.003709543768351198,0.0,0.0
2021-12-21,0.04386356169401262,0.0,0.0
2021-12-22,-0.006295931447672265,0.0,0.0
2021-12-23,0.04433669194360079,0.0,0.0
2021-12-24,0.0007414904357732066,-0.000999250499687479,1.0
2021-12-25,-0.007719775485643066,-0.007719775485643058,1.0
2021-12-26,0.0075284019171428795,0.007528401917143005,1.0
2021-12-27,-0.003328070621613999,-0.0033280706216140747,1.0
2021-12-28,-0.06025942562091624,-0.06025942562091629,1.0
2021-12-29,-0.02404227880624954,-0.02501799253801264,0.0
2021-12-30,0.01579112126431248,0.0,0.0
2021-12-31,-0.018476352917798256,0.0,0.0
2022-01-01,0.029809396471367267,0.0,0.0
2022-01-02,-0.007163274962024402,0.0,0.0
2022-01-03,-0.0187368774698079,0.0,0.0
2022-01-04,-0.012065555013512697,0.0,0.0
2022-01-05,-0.050734060615097554,0.0,0.0
2022-01-06,-0.009366159015892994,0.0,0.0
2022-01-07,-0.03714070469186992,0.0,0.0
2022-01-08,0.004235994902819673,0.0,0.0
2022-01-09,0.004256970472081845,0.0,0.0
2022-01-10,-0.0021554853640055605,0.0,0.0
2022-01-11,0.021869109453241498,0.0,0.0
2022-01-12,0.028389418684672707,0.0,0.0
2022-01-13,-0.030888714484173407,0.0,0.0
2022-01-14,0.011930269358978673,0.0,0.0
2022-01-15,0.001802778677309158,0.0,0.0
2022-01-16,-0.0014711291913973579,0.0,0.0
2022-01-17,-0.020024366790964976,0.0,0.0
2022-01-18,0.0029604828561313745,0.0,0.0
2022-01-19,-0.014897823244158781,0.0,0.0
2022-01-20,-0.02548634039729203,0.0,0.0
2022-01-21,-0.10381165615712484,0.0,0.0
2022-01-22,-0.039143484680769114,0.0,0.0
2022-01-23,0.03558509252717301,0.0,0.0
2022-01-24,0.010406744495611076,0.0,0.0
2022-01-25,0.008175727030871549,0.0,0.0
2022-01-26,-0.002757016878562668,0.0,0.0
2022-01-27,0.007763821260712289,0.0,0.0
2022-01-28,0.017397102127314046,0.0,0.0
2022-01-29,0.00936493083845824,0.0,0.0
2022-01-30,-0.005783656346668664,0.0,0.0
2022-01-31,0.01491453610450133,0.0,0.0
2022-02-01,0.00676006528835682,0.0,0.0
2022-02-02,-0.046209029430310355,0.0,0.0
2022-02-03,0.005456046132945147,0.0,0.0
2022-02-04,0.116978066100073,0.0,0.0
2022-02-05,-0.001438787435204647,-0.0009992504996876096,1.0
2022-02-06,0.023437312952531153,0.023437312952531247,1.0
2022-02-07,0.033665872045371525,0.0336658720453714,1.0
2022-02-08,0.0063448528050995545,0.006344852805099627,1.0
2022-02-09,0.004994545046617338,0.004994545046617218,1.0
2022-02-10,-0.01744935921313273,-0.017449359213132686,1.0
2022-02-11,-0.026561982607033352,-0.026561982607033383,1.0
2022-02-12,-0.0038546734323026133,-0.003854673432302571,1.0
2022-02-13,-0.001111462077505676,-0.0011114620775057383,1.0
2022-02-14,0.009228086961576842,0.00922808696157702,1.0
2022-02-15,0.04668769779745485,0.046687697797454804,1.0
2022-02-16,-0.013759752216496501,-0.013759752216496581,1.0
2022-02-17,-0.07788223029977337,-0.07788223029977323,1.0
2022-02-18,-0.012507647384577658,-0.013494892864104949,0.0
2022-02-19,0.0022777282826873524,0.0,0.0
2022-02-20,-0.04214073972532317,0.0,0.0
2022-02-21,-0.03528620868790788,0.0,0.0
2022-02-22,0.03265642371222732,0.0,0.0
2022-02-23,-0.025843815613622922,0.0,0.0
2022-02-24,0.027778400368163814,0.0,0.0
2022-02-25,0.022998939789759643,0.0,0.0
2022-02-26,-0.002781397053842838,0.0,0.0
2022-02-27,-0.03568234201898368,0.0,0.0
2022-02-28,0.1454118392886461,0.0,0.0
2022-03-01,0.026888524570001016,-0.0009992504996876965,1.0
2022-03-02,-0.009706302725009275,-0.009706302725009299,1.0
2022-03-03,-0.03351981142193561,-0.03351981142193557,1.0
2022-03-04,-0.07806935036049167,-0.0780693503604917,1.0
2022-03-05,0.00671938064683042,0.005712912946028639,0.0
2022-03-06,-0.024887994408395286,0.0,0.0
2022-03-07,-0.009316643885282638,0.0,0.0
2022-03-08,0.017740259990833174,0.0,0.0
2022-03-09,0.08378639716414904,0.0,0.0
2022-03-10,-0.060630954045771346,-0.0009992504996875437,1.0
2022-03-11,-0.016291319622939393,-0.01727478237614635,0.0
2022-03-12,0.002810649293818468,0.0,0.0
2022-03-13,-0.027101257933814904,0.0,0.0
2022-03-14,0.0480080837903738,0.0,0.0
2022-03-15,-0.008268101563720931,0.0,0.0
2022-03-16,0.04588714481344902,0.0,0.0
2022-03-17,-0.00467993171076464,-0.0009992504996875536,1.0
2022-03-18,0.020750884742987363,0.020750884742987478,1.0
2022-03-19,0.009317830622209256,0.00931783062220911,1.0
2022-03-20,-0.022346848712323064,-0.02234684871232308,1.0
2022-03-21,-0.004117262624553253,-0.00411726262455323,1.0
2022-03-22,0.031180014163224357,0.03118001416322446,1.0
2022-03-23,0.012610091153007819,0.0126100911530079,1.0
2022-03-24,0.024898646221148013,0.02489864622114805,1.0
2022-03-25,0.008821397620525806,0.0088213976205257,1.0
2022-03-26,0.003429583093865096,0.0034295830938651187,1.0
2022-03-27,0.052126312256127294,0.052126312256127176,1.0
2022-03-28,0.0065678873583499,0.006567887358349839,1.0
2022-03-29,0.0071661546110000085,0.00716615461100003,1.0
2022-03-30,-0.008491735032190584,-0.008491735032190625,1.0
2022-03-31,-0.03238210822970233,-0.03238210822970235,1.0
2022-04-01,0.016315115388267687,0.01631511538826751,1.0
2022-04-02,-0.008917040798352427,-0.008917040798352305,1.0
2022-04-03,0.012745379989237415,0.012745379989237403,1.0
2022-04-04,0.003640395949819908,0.0036403959498197023,1.0
2022-04-05,-0.02287907280900814,-0.022879072809008163,1.0
2022-04-06,-0.05156849392240015,-0.051568493922399934,1.0
2022-04-07,0.006876459247305178,0.005869834507172841,0.0
2022-04-08,-0.02795577079433975,0.0,0.0
2022-04-09,0.011693070951357853,0.0,0.0
2022-04-10,-0.013427680050824398,0.0,0.0
2022-04-11,-0.06363225953812457,0.0,0.0
2022-04-12,0.015315083892861292,0.0,0.0
2022-04-13,0.025906300465151855,0.0,0.0
2022-04-14,-0.029908006531745968,0.0,0.0
2022-04-15,0.015473675726454417,0.0,0.0
2022-04-16,-0.0031805042860567623,0.0,0.0
2022-04-17,-0.017502542356175654,0.0,0.0
2022-04-18,0.027929174608607443,0.0,0.0
2022-04-19,0.016571096753378534,0.0,0.0
2022-04-20,-0.003093074404708074,0.0,0.0
2022-04-21,-0.020471984048854197,0.0,0.0
2022-04-22,-0.019420038833716236,0.0,0.0
2022-04-23,-0.0063811726165236005,0.0,0.0
2022-04-24,-0.0004416040475622163,0.0,0.0
2022-04-25,0.025057850055308917,0.0,0.0
2022-04-26,-0.057858267871623625,0.0,0.0
2022-04-27,0.029478882606909007,0.0,0.0
2022-04-28,0.013575224570606004,0.0,0.0
2022-04-29,-0.02926557389929385,0.0,0.0
2022-04-30,-0.023179313474195662,0.0,0.0
2022-05-01,0.019997911964443782,0.0,0.0
2022-05-02,0.001565786170879102,0.0,0.0
2022-05-03,-0.020215120218891713,0.0,0.0
2022-05-04,0.051599856624237495,0.0,0.0
2022-05-05,-0.07867402068901796,0.0,0.0
2022-05-06,-0.014606061408683924,0.0,0.0
2022-05-07,-0.014954355270636377,0.0,0.0
2022-05-08,-0.040636848764922684,0.0,0.0
2022-05-09,-0.11046369999353145,0.0,0.0
2022-05-10,0.02396125848050934,0.0,0.0
2022-05-11,-0.06725839173272163,0.0,0.0
2022-05-12,0.003849706798608521,0.0,0.0
2022-05-13,0.008102229834508146,0.0,0.0
2022-05-14,0.027939733537411415,0.0,0.0
2022-05-15,0.03999325713567892,0.0,0.0
2022-05-16,-0.046069001557128786,0.0,0.0
2022-05-17,0.018850785235190015,0.0,0.0
2022-05-18,-0.05605711989808215,0.0,0.0
2022-05-19,0.05550304428240649,0.0,0.0
2022-05-20,-0.036734890846488066,0.0,0.0
2022-05-21,0.007927413013061102,0.0,0.0
2022-05-22,0.030289794482822652,0.0,0.0
2022-05-23,-0.04039123144227663,0.0,0.0
