stage,indicator,rank,param_display,params,strategy,total_return,annualized_return,total_profit,max_drawdown,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,information_ratio,tail_ratio,deflated_sharpe_ratio,ulcer_index,total_trades,win_rate,profit_factor,expectancy,avg_win_amount,avg_loss_amount,payoff_ratio,winning_streak,losing_streak,trades_per_year,macd_fast_period,macd_slow_period,macd_signal_period,aroon_timeperiod,stc_ema_short_period,stc_ema_long_period,stc_cycle_period,kama_period,kama_fast_ema_constant,kama_slow_ema_constant,supertrend_atr_length,supertrend_factor,kalman_process_noise,kalman_measurement_noise,rsi_timeperiod,adx_di_length,adx_smoothing_timeperiod,donchian_timeperiod,trix_timeperiod,vortex_timeperiod,alma_fast_length,alma_slow_length,alma_offset,alma_sigma,IS_Sharpe,IS_Return,IS_MaxDD,IS_WinRate,OOS_Sharpe,OOS_Return,OOS_MaxDD,OOS_WinRate,OOS_Trades,OOS_ProfitFactor,Sharpe_Degradation,Return_Degradation,OOS_Rank,selection_source,is_sharpe,oos_sharpe,sharpe,sortino
is,RSI,2.0,RSI(42),{'rsi_timeperiod': 42},"RSI crossing 50: buy on cross above, sell on cross below",0.014493840848435647,0.020581016714031897,1449.3840848435648,-0.05749381293568179,0.11251552711657098,0.2366183500675106,0.3803736064311836,,,,,,0.013926224393616328,2.0,50.0,2.2716962396359563,0.007404496640647746,0.02645406450171115,0.01164507122041566,2.2716962396359563,,,2.831460674157303,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
is,RSI,3.0,RSI(43),{'rsi_timeperiod': 43},"RSI crossing 50: buy on cross above, sell on cross below",0.014493840848435647,0.020581016714031897,1449.3840848435648,-0.05749381293568179,0.11251552711657098,0.2366183500675106,0.3803736064311836,,,,,,0.013926224393616328,2.0,50.0,2.2716962396359563,0.007404496640647746,0.02645406450171115,0.01164507122041566,2.2716962396359563,,,2.831460674157303,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
is,RSI,4.0,RSI(51),{'rsi_timeperiod': 51},"RSI crossing 50: buy on cross above, sell on cross below",-0.007287738217539591,-0.010301820238064807,-728.773821753959,-0.05200302472000329,0.12742997007634876,-0.017964988029291595,-0.02609858947612167,,,,,,0.014863211399653077,2.0,50.0,0.8793530892475474,-0.0027394163269384916,0.03993329285937912,0.0454121255132561,0.8793530892475474,,,2.831460674157303,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
is,RSI,5.0,RSI(52),{'rsi_timeperiod': 52},"RSI crossing 50: buy on cross above, sell on cross below",-0.007287738217539591,-0.010301820238064807,-728.773821753959,-0.05200302472000329,0.12742997007634876,-0.017964988029291595,-0.02609858947612167,,,,,,0.014863211399653077,2.0,50.0,0.8793530892475474,-0.0027394163269384916,0.03993329285937912,0.0454121255132561,0.8793530892475474,,,2.831460674157303,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
is,ADX,1.0,"ADX(DI=7,Smooth=60)","{'adx_di_length': 7, 'adx_smoothing_timeperiod': 60}","ADX +DI/-DI crossover: buy when +DI crosses above -DI with ADX > trend level, sell when -DI crosses above +DI with ADX > trend level",0.2557758888079091,0.38048889575273415,25577.588880790907,-0.07670577109139354,0.1654017400329339,2.032024776210705,3.8420440649173444,,,,,,0.02966872313344072,9.0,66.66666666666666,6.9862951488423946,0.02858006648755153,0.05003147394783536,0.014322748433016147,3.4931475744211973,,,12.741573033707864,,,,,,,,,,,,,,,,7.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
is,ADX,2.0,"ADX(DI=7,Smooth=61)","{'adx_di_length': 7, 'adx_smoothing_timeperiod': 61}","ADX +DI/-DI crossover: buy when +DI crosses above -DI with ADX > trend level, sell when -DI crosses above +DI with ADX > trend level",0.2557758888079091,0.38048889575273415,25577.588880790907,-0.07670577109139354,0.1654017400329339,2.032024776210705,3.8420440649173444,,,,,,0.02966872313344072,9.0,66.66666666666666,6.9862951488423946,0.02858006648755153,0.05003147394783536,0.014322748433016147,3.4931475744211973,,,12.741573033707864,,,,,,,,,,,,,,,,7.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,
is,ADX,3.0,"ADX(DI=7,Smooth=62)","{'adx_di_length': 7, 'adx_smoothing_timeperiod': 62}","ADX +DI/-DI crossover: buy when +DI crosses above -DI with ADX > trend level, sell when -DI crosses above +DI with ADX > trend level",0.2557758888079091,0.38048889575273415,25577.588880790907,-0.07670577109139354,0.1654017400329339,2.032024776210705,3.8420440649173444,,,,,,0.02966872313344072,9.0,66.66666666666666,6.9862951488423946,0.02858006648755153,0.05003147394783536,0.014322748433016147,3.4931475744211973,,,12.741573033707864,,,,,,,,,,,,,,,,7.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,
is,ADX,4.0,"ADX(DI=7,Smooth=63)","{'adx_di_length': 7, 'adx_smoothing_timeperiod': 63}","ADX +DI/-DI crossover: buy when +DI crosses above -DI with ADX > trend level, sell when -DI crosses above +DI with ADX > trend level",0.2557758888079091,0.38048889575273415,25577.588880790907,-0.07670577109139354,0.1654017400329339,2.032024776210705,3.8420440649173444,,,,,,0.02966872313344072,9.0,66.66666666666666,6.9862951488423946,0.02858006648755153,0.05003147394783536,0.014322748433016147,3.4931475744211973,,,12.741573033707864,,,,,,,,,,,,,,,,7.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,
is,ADX,5.0,"ADX(DI=7,Smooth=64)","{'adx_di_length': 7, 'adx_smoothing_timeperiod': 64}","ADX +DI/-DI crossover: buy when +DI crosses above -DI with ADX > trend level, sell when -DI crosses above +DI with ADX > trend level",0.2557758888079091,0.38048889575273415,25577.588880790907,-0.07670577109139354,0.1654017400329339,2.032024776210705,3.8420440649173444,,,,,,0.02966872313344072,9.0,66.66666666666666,6.9862951488423946,0.02858006648755153,0.05003147394783536,0.014322748433016147,3.4931475744211973,,,12.741573033707864,,,,,,,,,,,,,,,,7.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,
is,DONCHIAN,1.0,DONCHIAN(17),{'donchian_timeperiod': 17},"DONCHIAN breakout: buy when close crosses above prior upper band, sell when close crosses below prior middle band",0.19535264482922168,0.28739999900435165,19535.264482922168,-0.06606868639648855,0.1634556528411013,1.6269096602828925,2.8263238246693203,,,,,,0.03468077032744864,3.0,66.66666666666666,26.315410364707137,0.06544351189648039,0.10204295603663609,0.007755376383831035,13.157705182353569,,,4.247191011235955,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,
